player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year
Maxime López,https://www.transfermarkt.com/maxime-lopez/profil/spieler/290862,"Dec 4, 1997",167,right,Defensive Midfield,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,loan transfer,2020
Theo Walcott,https://www.transfermarkt.com/theo-walcott/profil/spieler/33713,"Mar 16, 1989",175,both,Right Winger,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,loan transfer,2020
Shoya Nakajima,https://www.transfermarkt.com/shoya-nakajima/profil/spieler/188911,"Aug 23, 1994",164,right,Attacking Midfield,Portugal,Liga NOS,FC Porto,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2020,United Arab Emirates,UAE Pro League,Al-Ain FC,https://www.transfermarkt.com/al-ain-fc/startseite/verein/2150/saison_id/2020,loan transfer,2020
Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,"Jan 3, 1998",183,right,Centre-Forward,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2020,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2020,loan transfer,2020
Rolando Mandragora,https://www.transfermarkt.com/rolando-mandragora/profil/spieler/308279,"Jun 29, 1997",183,left,Defensive Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,loan transfer,2020
Jean-Clair Todibo,https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184,"Dec 30, 1999",190,right,Centre-Back,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,loan transfer,2020
Shkodran Mustafi,https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590,"Apr 17, 1992",184,right,Centre-Back,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,free transfer,2020
Brian Rodríguez,https://www.transfermarkt.com/brian-rodriguez/profil/spieler/465818,"May 20, 2000",173,right,Right Winger,United States,MLS,Los Angeles FC,https://www.transfermarkt.com/los-angeles-fc/startseite/verein/51828/saison_id/2020,Spain,LaLiga2,UD Almería,https://www.transfermarkt.com/ud-almeria/startseite/verein/3302/saison_id/2020,loan transfer,2020
Douglas Costa,https://www.transfermarkt.com/douglas-costa/profil/spieler/75615,"Sep 14, 1990",172,left,Right Winger,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Brazil,Série A,Grêmio Foot-Ball Porto Alegrense,https://www.transfermarkt.com/gremio-porto-alegre/startseite/verein/210/saison_id/2020,loan transfer,2020
Brenner,https://www.transfermarkt.com/brenner/profil/spieler/412366,"Jan 16, 2000",175,right,Centre-Forward,Brazil,Série A,São Paulo Futebol Clube,https://www.transfermarkt.com/fc-sao-paulo/startseite/verein/585/saison_id/2020,United States,MLS,FC Cincinnati,https://www.transfermarkt.com/fc-cincinnati/startseite/verein/51772/saison_id/2020,11820000,2020
Anthony Knockaert,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237,"Nov 20, 1991",172,left,Right Winger,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,11700000,2020
Chidera Ejuke,https://www.transfermarkt.com/chidera-ejuke/profil/spieler/500067,"Jan 2, 1998",176,right,Left Winger,Netherlands,Eredivisie,SC Heerenveen,https://www.transfermarkt.com/sc-heerenveen/startseite/verein/306/saison_id/2020,Russia,Premier Liga,CSKA Moscow,https://www.transfermarkt.com/zska-moskau/startseite/verein/2410/saison_id/2020,11500000,2020
Jude Bellingham,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,"Jun 29, 2003",186,right,Central Midfield,England,Championship,Birmingham City,https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2020,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2020,25000000,2020
Joakim Maehle,https://www.transfermarkt.com/joakim-maehle/profil/spieler/369674,"May 20, 1997",185,right,Right-Back,Belgium,Jupiler Pro League,KRC Genk,https://www.transfermarkt.com/krc-genk/startseite/verein/1184/saison_id/2020,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2020,12000000,2020
Pol Lirola,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975,"Aug 13, 1997",183,right,Right-Back,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,11000000,2020
Kevin Bonifazi,https://www.transfermarkt.com/kevin-bonifazi/profil/spieler/247377,"May 19, 1996",187,right,Centre-Back,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,Italy,Serie B,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2020,11000000,2020
Jakub Moder,https://www.transfermarkt.com/jakub-moder/profil/spieler/384461,"Apr 7, 1999",191,right,Central Midfield,Poland,Ekstraklasa,Lech Poznan,https://www.transfermarkt.com/lech-posen/startseite/verein/238/saison_id/2020,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,11000000,2020
Jeremie Frimpong,https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547,"Dec 10, 2000",171,right,Right-Back,Scotland,Premiership,Celtic FC,https://www.transfermarkt.com/celtic-glasgow/startseite/verein/371/saison_id/2020,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,11000000,2020
Adolfo Gaich,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469,"Feb 26, 1999",190,right,Centre-Forward,Argentina,Copa de la Liga,CA San Lorenzo de Almagro,https://www.transfermarkt.com/club-atletico-san-lorenzo-de-almagro/startseite/verein/1775/saison_id/2020,Russia,Premier Liga,CSKA Moscow,https://www.transfermarkt.com/zska-moskau/startseite/verein/2410/saison_id/2020,8500000,2020
Maximilian Philipp,https://www.transfermarkt.com/maximilian-philipp/profil/spieler/143891,"Mar 1, 1994",183,right,Second Striker,Russia,Premier Liga,Dynamo Moscow,https://www.transfermarkt.com/dinamo-moskau/startseite/verein/121/saison_id/2020,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2020,2000000,2020
Hannes Wolf,https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,"Apr 16, 1999",179,left,Attacking Midfield,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,Germany,Bundesliga,Borussia Mönchengladbach,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2020,1500000,2020
Emmanuel Dennis,https://www.transfermarkt.com/emmanuel-dennis/profil/spieler/448854,"Nov 15, 1997",175,right,Centre-Forward,Belgium,Jupiler Pro League,Club Brugge KV,https://www.transfermarkt.com/fc-brugge/startseite/verein/2282/saison_id/2020,Germany,Bundesliga,1. FC Köln,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2020,1200000,2020
Tanguy Nianzou,https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996,"Jun 7, 2002",191,right,Centre-Back,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,free transfer,2020
Arturo Vidal,https://www.transfermarkt.com/arturo-vidal/profil/spieler/37666,"May 22, 1987",180,right,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,free transfer,2020
Joshua King,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,"Jan 15, 1992",187,right,Second Striker,England,Championship,AFC Bournemouth,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2020,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,?,2020
Félix Correia,https://www.transfermarkt.com/felix-correia/profil/spieler/479648,"Jan 22, 2001",178,right,Left Winger,England,Premier League 2,Manchester City U23,https://www.transfermarkt.com/manchester-city-u23/startseite/verein/9265/saison_id/2020,Italy,Serie C - A,Juventus U23,https://www.transfermarkt.com/juventus-turin-u23/startseite/verein/41101/saison_id/2020,10500000,2020
Blaise Matuidi,https://www.transfermarkt.com/blaise-matuidi/profil/spieler/33923,"Apr 9, 1987",175,left,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,United States,MLS,Inter Miami CF,https://www.transfermarkt.com/inter-miami-cf/startseite/verein/69261/saison_id/2020,free transfer,2020
Mario Götze,https://www.transfermarkt.com/mario-gotze/profil/spieler/74842,"Jun 3, 1992",176,right,Attacking Midfield,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2020,Netherlands,Eredivisie,PSV Eindhoven,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383/saison_id/2020,free transfer,2020
Pablo Moreno,https://www.transfermarkt.com/pablo-moreno/profil/spieler/466811,"May 3, 2002",178,right,Centre-Forward,Italy,Primavera 1,Juventus Primavera,https://www.transfermarkt.com/juventus-turin-u19/startseite/verein/11008/saison_id/2020,England,Premier League 2,Manchester City U23,https://www.transfermarkt.com/manchester-city-u23/startseite/verein/9265/saison_id/2020,10000000,2020
Baptiste Santamaria,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,"Mar 9, 1995",183,right,Defensive Midfield,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,Germany,Bundesliga,SC Freiburg,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2020,10000000,2020
Alfred Gomis,https://www.transfermarkt.com/alfred-gomis/profil/spieler/163568,"Sep 5, 1993",196,right,Goalkeeper,France,Ligue 1,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,10000000,2020
Ridle Baku,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,"Apr 8, 1998",176,right,Right Midfield,Germany,Bundesliga,1.FSV Mainz 05,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2020,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2020,10000000,2020
Carlos Fernández,https://www.transfermarkt.com/carlos-fernandez/profil/spieler/216464,"May 22, 1996",185,left,Centre-Forward,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,Spain,LaLiga,Real Sociedad,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2020,10000000,2020
Manolo Portanova,https://www.transfermarkt.com/manolo-portanova/profil/spieler/394304,"Jun 2, 2000",183,right,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,10000000,2020
Karol Linetty,https://www.transfermarkt.com/karol-linetty/profil/spieler/225873,"Feb 2, 1995",176,right,Attacking Midfield,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2020,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,7500000,2020
Irfan Can Kahveci,https://www.transfermarkt.com/irfan-can-kahveci/profil/spieler/216603,"Jul 15, 1995",176,left,Central Midfield,Turkey,Süper Lig,Istanbul Basaksehir FK,https://www.transfermarkt.com/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2020,Turkey,Süper Lig,Fenerbahce SK,https://www.transfermarkt.com/fenerbahce-istanbul/startseite/verein/36/saison_id/2020,7000000,2020
Lucas Martínez Quarta,https://www.transfermarkt.com/lucas-martinez-quarta/profil/spieler/373373,"May 10, 1996",183,right,Centre-Back,Argentina,Copa de la Liga,CA River Plate,https://www.transfermarkt.com/club-atletico-river-plate/startseite/verein/209/saison_id/2020,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,6300000,2020
Brenden Aaronson,https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323,"Oct 22, 2000",178,right,Attacking Midfield,United States,MLS,Philadelphia Union,https://www.transfermarkt.com/philadelphia-union/startseite/verein/25467/saison_id/2020,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2020,5450000,2020
Mehdi Taremi,https://www.transfermarkt.com/mehdi-taremi/profil/spieler/307058,"Jul 18, 1992",187,right,Centre-Forward,Portugal,Liga NOS,Rio Ave FC,https://www.transfermarkt.com/rio-ave-fc/startseite/verein/2425/saison_id/2020,Portugal,Liga NOS,FC Porto,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2020,4730000,2020
Borja Mayoral,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,"Apr 5, 1997",182,right,Centre-Forward,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,2500000,2020
Jesse Lingard,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660,"Dec 15, 1992",174,right,Attacking Midfield,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2020,England,Premier League,West Ham United,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2020,2300000,2020
Mario Lemina,https://www.transfermarkt.com/mario-lemina/profil/spieler/170934,"Sep 1, 1993",184,right,Defensive Midfield,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2200000,2020
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,"Oct 20, 1997",174,right,Left Winger,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,England,Premier League,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2000000,2020
M'Baye Niang,https://www.transfermarkt.com/mbaye-niang/profil/spieler/157501,"Dec 19, 1994",188,right,Centre-Forward,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,Saudi Arabia,Professional League,Al-Ahli Jeddah,https://www.transfermarkt.com/al-ahli-dschidda/startseite/verein/18487/saison_id/2020,1500000,2020
Marco Benassi,https://www.transfermarkt.com/marco-benassi/profil/spieler/201040,"Sep 8, 1994",184,right,Central Midfield,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,800000,2020
Daniele Rugani,https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959,"Jul 29, 1994",190,right,Centre-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,800000,2020
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,"Mar 11, 1991",173,right,Right-Back,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,500000,2020
Rony Lopes,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,"Dec 28, 1995",174,left,Right Winger,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,loan transfer,2020
Davide Zappacosta,https://www.transfermarkt.com/davide-zappacosta/profil/spieler/173859,"Jun 11, 1992",182,right,Right-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,loan transfer,2020
Eddie Salcedo,https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661,"Oct 1, 2001",178,right,Centre-Forward,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,loan transfer,2020
Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,"Aug 16, 1999",181,left,Central Midfield,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,loan transfer,2020
William,https://www.transfermarkt.com/william/profil/spieler/341710,"Apr 3, 1995",176,right,Right-Back,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,loan transfer,2020
Takumi Minamino,https://www.transfermarkt.com/takumi-minamino/profil/spieler/165793,"Jan 16, 1995",174,right,Left Winger,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,loan transfer,2020
Ki-Jana Hoever,https://www.transfermarkt.com/ki-jana-hoever/profil/spieler/485583,"Jan 18, 2002",183,right,Right-Back,England,Premier League 2,Liverpool FC U23,https://www.transfermarkt.com/fc-liverpool-u23/startseite/verein/9252/saison_id/2020,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2020,9800000,2020
Seko Fofana,https://www.transfermarkt.com/seko-fofana/profil/spieler/182893,"May 7, 1995",183,right,Central Midfield,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,France,Ligue 1,RC Lens,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2020,8500000,2020
Matheus Pereira,https://www.transfermarkt.com/matheus-pereira/profil/spieler/225984,"May 5, 1996",175,left,Attacking Midfield,Portugal,Liga NOS,Sporting CP,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336/saison_id/2020,England,Premier League,West Bromwich Albion,https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2020,8250000,2020
Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,"Dec 2, 1997",191,right,Defensive Midfield,France,Ligue 2,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2020,Netherlands,Eredivisie,PSV Eindhoven,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383/saison_id/2020,7000000,2020
Aaron Mooy,https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,"Sep 15, 1990",174,right,Central Midfield,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,China,Super League,Shanghai Port,https://www.transfermarkt.com/shanghai-port/startseite/verein/27190/saison_id/2020,4500000,2020
Morgan Schneiderlin,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,"Nov 8, 1989",186,right,Defensive Midfield,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,2230000,2020
Shane Duffy,https://www.transfermarkt.com/shane-duffy/profil/spieler/119269,"Jan 1, 1992",193,right,Centre-Back,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,Scotland,Premiership,Celtic FC,https://www.transfermarkt.com/celtic-glasgow/startseite/verein/371/saison_id/2020,2200000,2020
Rafinha,https://www.transfermarkt.com/rafinha/profil/spieler/129473,"Feb 12, 1993",174,left,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,1500000,2020
Alexander Nübel,https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778,"Sep 30, 1996",193,right,Goalkeeper,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,free transfer,2020
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,"May 10, 1988",172,both,Attacking Midfield,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,free transfer,2020
Pedro,https://www.transfermarkt.com/pedro/profil/spieler/65278,"Jul 28, 1987",167,both,Right Winger,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,free transfer,2020
Kenedy,https://www.transfermarkt.com/kenedy/profil/spieler/281404,"Feb 8, 1996",182,left,Left Midfield,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Spain,LaLiga,Granada CF,https://www.transfermarkt.com/fc-granada/startseite/verein/16795/saison_id/2020,loan transfer,2020
Ally Samatta,https://www.transfermarkt.com/ally-samatta/profil/spieler/182201,"Dec 23, 1992",183,right,Centre-Forward,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2020,Turkey,Süper Lig,Fenerbahce SK,https://www.transfermarkt.com/fenerbahce-istanbul/startseite/verein/36/saison_id/2020,loan transfer,2020
Valentin Mihaila,https://www.transfermarkt.com/valentin-mihaila/profil/spieler/535469,"Feb 2, 2000",180,right,Left Winger,Romania,Liga 1,Universitatea Craiova,https://www.transfermarkt.com/universitatea-craiova/startseite/verein/40812/saison_id/2020,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,9100000,2020
Carles Pérez,https://www.transfermarkt.com/carles-perez/profil/spieler/282810,"Feb 16, 1998",173,left,Right Winger,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,13000000,2020
Adrian Grbic,https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342,"Aug 4, 1996",188,both,Centre-Forward,France,Ligue 2,Clermont Foot 63,https://www.transfermarkt.com/clermont-foot-63/startseite/verein/3524/saison_id/2020,France,Ligue 1,FC Lorient,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2020,9000000,2020
Eldor Shomurodov,https://www.transfermarkt.com/eldor-shomurodov/profil/spieler/358166,"Jun 29, 1995",190,right,Centre-Forward,Russia,Premier Liga,FK Rostov,https://www.transfermarkt.com/fk-rostov/startseite/verein/1083/saison_id/2020,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,9000000,2020
Mohammed Kudus,https://www.transfermarkt.com/mohammed-kudus/profil/spieler/543499,"Aug 2, 2000",177,left,Central Midfield,Denmark,Superligaen,FC Nordsjaelland,https://www.transfermarkt.com/fc-nordsjaelland/startseite/verein/2778/saison_id/2020,Netherlands,Eredivisie,Ajax Amsterdam,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610/saison_id/2020,9000000,2020
Enes Ünal,https://www.transfermarkt.com/enes-unal/profil/spieler/251106,"May 10, 1997",187,right,Centre-Forward,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2020,Spain,LaLiga,Getafe CF,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2020,9000000,2020
Bouna Sarr,https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685,"Jan 31, 1992",177,right,Right-Back,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,8000000,2020
Tiquinho Soares,https://www.transfermarkt.com/tiquinho-soares/profil/spieler/103381,"Jan 17, 1991",187,right,Centre-Forward,Portugal,Liga NOS,FC Porto,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2020,China,Super League,Tianjin Jinmen Tiger,https://www.transfermarkt.com/tianjin-teda/startseite/verein/3187/saison_id/2020,5400000,2020
Dalbert,https://www.transfermarkt.com/dalbert/profil/spieler/312862,"Sep 8, 1993",181,left,Left-Back,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,2500000,2020
