player_name,date,market_value,player_club,age
Jordan Veretout,2015-01-14,€7.50m,FC Nantes,21
Jordan Veretout,2015-06-06,€8.00m,FC Nantes,22
Jordan Veretout,2018-06-07,€18.00m,ACF Fiorentina,25
Jordan Veretout,2018-10-12,€23.00m,ACF Fiorentina,25
Jordan Veretout,2020-08-25,€24.00m,AS Roma,27
Jordan Veretout,2020-10-29,€28.00m,AS Roma,27
Jordan Veretout,2020-12-29,€30.00m,AS Roma,27
Jordan Veretout,2021-03-23,€35.00m,AS Roma,28
Jordan Veretout,2021-12-28,€30.00m,AS Roma,28
Joshua King,2013-01-03,€1.25m,Blackburn Rovers,20
Joshua King,2013-07-11,€1.25m,Blackburn Rovers,21
Joshua King,2014-01-08,€1.30m,Blackburn Rovers,21
Joshua King,2015-02-24,€1.25m,Blackburn Rovers,23
Joshua King,2015-07-01,€1.00m,AFC Bournemouth,23
Joshua King,2016-02-09,€2.00m,AFC Bournemouth,24
Joshua King,2016-08-01,€4.00m,AFC Bournemouth,24
Joshua King,2017-02-20,€4.50m,AFC Bournemouth,25
Joshua King,2017-06-28,€8.00m,AFC Bournemouth,25
Joshua King,2018-10-17,€15.00m,AFC Bournemouth,26
Joshua King,2020-04-08,€16.00m,AFC Bournemouth,28
Joshua King,2020-10-15,€13.00m,AFC Bournemouth,28
Joshua King,2020-12-22,€11.00m,AFC Bournemouth,28
Joshua King,2021-03-18,€10.00m,Everton FC,29
Joshua Zirkzee,2020-03-11,€7.00m,FC Bayern Munich II,18
Joshua Zirkzee,2020-07-08,€9.00m,Bayern Munich,19
Joshua Zirkzee,2021-02-10,€9.00m,Parma Calcio 1913,19
Josip Brekalo,2016-07-22,€4.00m,VfL Wolfsburg,18
Josip Brekalo,2017-02-07,€3.00m,VfB Stuttgart,18
Josip Brekalo,2018-12-18,€12.00m,VfL Wolfsburg,20
Josip Brekalo,2019-10-02,€15.00m,VfL Wolfsburg,21
Josip Brekalo,2019-12-17,€15.00m,VfL Wolfsburg,21
Josip Brekalo,2020-04-08,€13.50m,VfL Wolfsburg,21
Josip Brekalo,2020-11-26,€15.00m,VfL Wolfsburg,22
José Callejón,2013-11-11,€14.00m,SSC Napoli,26
José Callejón,2014-07-01,€20.00m,SSC Napoli,27
José Callejón,2014-11-08,€25.00m,SSC Napoli,27
José Callejón,2015-07-01,€22.00m,SSC Napoli,28
José Callejón,2015-11-05,€20.00m,SSC Napoli,28
José Callejón,2016-01-04,€18.50m,SSC Napoli,28
José Callejón,2016-04-01,€20.00m,SSC Napoli,29
José Callejón,2016-07-15,€20.00m,SSC Napoli,29
José Callejón,2016-10-14,€23.00m,SSC Napoli,29
José Callejón,2017-06-08,€25.00m,SSC Napoli,30
José Callejón,2017-12-29,€25.00m,SSC Napoli,30
José Callejón,2018-06-07,€24.00m,SSC Napoli,31
José Callejón,2019-12-12,€18.00m,SSC Napoli,32
José Callejón,2020-03-03,€12.00m,SSC Napoli,33
José Callejón,2020-08-25,€7.50m,SSC Napoli,33
José Callejón,2020-12-29,€4.00m,ACF Fiorentina,33
José Callejón,2021-03-23,€2.50m,ACF Fiorentina,34
João Cancelo,2013-11-08,€1.00m,SL Benfica B,19
João Cancelo,2014-02-20,€2.00m,SL Benfica B,19
João Cancelo,2014-10-22,€2.00m,Valencia CF,20
João Cancelo,2015-01-23,€2.00m,Valencia CF,20
João Cancelo,2015-07-01,€5.00m,Valencia CF,21
João Cancelo,2015-11-22,€10.00m,Valencia CF,21
João Cancelo,2016-10-27,€20.00m,Valencia CF,22
João Cancelo,2018-10-12,€40.00m,Juventus FC,24
João Cancelo,2019-06-06,€55.00m,Juventus FC,25
João Cancelo,2019-12-10,€50.00m,Manchester City,25
João Cancelo,2020-03-09,€45.00m,Manchester City,25
Juan Foyth,2019-06-13,€15.00m,Tottenham Hotspur,21
Juan Foyth,2019-12-10,€15.00m,Tottenham Hotspur,21
Juan Foyth,2020-04-08,€13.50m,Tottenham Hotspur,22
Juan Foyth,2020-10-08,€13.00m,Villarreal CF,22
Juan Musso,2015-01-11,€100Th.,Racing Club,20
Juan Musso,2015-07-14,€350Th.,Racing Club,21
Juan Musso,2019-06-06,€10.00m,Udinese Calcio,25
Juan Musso,2019-12-12,€15.00m,Udinese Calcio,25
Juan Musso,2020-08-25,€20.00m,Udinese Calcio,26
Jules Koundé,2018-06-04,€7.00m,FC Girondins Bordeaux,19
Jules Koundé,2018-10-24,€9.00m,FC Girondins Bordeaux,19
Jules Koundé,2018-12-17,€9.00m,FC Girondins Bordeaux,20
Jules Koundé,2019-03-07,€12.00m,FC Girondins Bordeaux,20
Jules Koundé,2019-12-20,€25.00m,Sevilla FC,21
Julian Brandt,2018-04-04,€35.00m,Bayer 04 Leverkusen,21
Julian Brandt,2019-03-06,€45.00m,Bayer 04 Leverkusen,22
Julian Brandt,2019-06-05,€50.00m,Bayer 04 Leverkusen,23
Julian Brandt,2019-12-17,€50.00m,Borussia Dortmund,23
Julian Brandt,2020-04-08,€40.00m,Borussia Dortmund,23
Julian Brandt,2020-11-26,€35.00m,Borussia Dortmund,24
Julian Brandt,2021-02-10,€30.00m,Borussia Dortmund,24
Junior Firpo,2019-12-20,€25.00m,FC Barcelona,23
Junior Firpo,2020-04-08,€20.00m,FC Barcelona,23
Junior Firpo,2020-10-08,€14.00m,FC Barcelona,24
Junior Firpo,2021-01-05,€10.00m,FC Barcelona,24
Junior Firpo,2021-10-05,€12.00m,Leeds United,25
Justin Kluivert,2017-06-07,€3.00m,Ajax Amsterdam,18
Justin Kluivert,2018-12-20,€20.00m,AS Roma,19
Justin Kluivert,2019-12-12,€25.00m,AS Roma,20
Justin Kluivert,2020-04-08,€22.50m,AS Roma,20
Justin Kluivert,2020-08-25,€20.00m,AS Roma,21
Justin Kluivert,2021-02-10,€18.00m,RB Leipzig,21
Justin Kluivert,2021-03-31,€14.00m,RB Leipzig,21
Justin Kluivert,2021-06-09,€14.00m,RB Leipzig,22
Jérémie Boga,2016-02-04,€2.00m,Stade Rennais FC,19
Jérémie Boga,2016-07-15,€2.00m,Granada CF,19
Jérémie Boga,2017-01-24,€2.50m,Granada CF,20
Jérémie Boga,2017-06-05,€2.50m,Granada CF,20
Jérémie Boga,2018-02-27,€2.50m,Birmingham City,21
Jérémie Boga,2018-10-12,€3.50m,US Sassuolo,21
Jérémie Boga,2018-12-20,€3.50m,US Sassuolo,21
Jérémie Boga,2020-03-03,€20.00m,US Sassuolo,23
Jérémie Boga,2020-08-25,€25.00m,US Sassuolo,23
Jérémie Boga,2020-12-29,€25.00m,US Sassuolo,23
Jérémie Boga,2021-03-23,€22.00m,US Sassuolo,24
Jérémie Boga,2021-06-03,€20.00m,US Sassuolo,24
Jürgen Locadia,2012-07-11,€200Th.,PSV Eindhoven U21,18
Jürgen Locadia,2012-10-09,€500Th.,PSV Eindhoven,18
Jürgen Locadia,2014-02-11,€3.00m,PSV Eindhoven,20
Jürgen Locadia,2017-10-26,€7.00m,PSV Eindhoven,23
Jürgen Locadia,2018-01-17,€8.50m,PSV Eindhoven,24
Jürgen Locadia,2018-03-23,€15.00m,Brighton & Hove Albion,24
Jürgen Locadia,2018-12-19,€12.00m,Brighton & Hove Albion,25
Jürgen Locadia,2019-10-02,€10.00m,TSG 1899 Hoffenheim,25
Jürgen Locadia,2020-04-08,€8.00m,FC Cincinnati,26
Jürgen Locadia,2020-08-26,€8.00m,FC Cincinnati,26
Jürgen Locadia,2020-12-18,€5.00m,FC Cincinnati,27
Jürgen Locadia,2021-10-05,€3.50m,Brighton & Hove Albion,27
Kai Havertz,2019-06-05,€90.00m,Bayer 04 Leverkusen,19
Kai Havertz,2019-12-17,€90.00m,Bayer 04 Leverkusen,20
Kai Havertz,2020-04-08,€81.00m,Bayer 04 Leverkusen,20
Kai Havertz,2020-10-13,€81.00m,Chelsea FC,21
Kai Havertz,2021-03-18,€70.00m,Chelsea FC,21
Kai Havertz,2021-06-01,€70.00m,Chelsea FC,21
Kang-in Lee,2020-03-05,€15.00m,Valencia CF,19
Kang-in Lee,2020-04-08,€13.50m,Valencia CF,19
Kang-in Lee,2020-10-08,€20.00m,Valencia CF,19
Kang-in Lee,2021-01-05,€15.00m,Valencia CF,19
Kang-in Lee,2021-06-10,€10.00m,Valencia CF,20
Kang-in Lee,2021-12-30,€10.00m,RCD Mallorca,20
Karim Rekik,2013-09-26,€2.50m,PSV Eindhoven,18
Karim Rekik,2014-02-11,€2.50m,PSV Eindhoven,19
Karim Rekik,2014-08-12,€2.50m,PSV Eindhoven,19
Karim Rekik,2015-02-16,€3.50m,PSV Eindhoven,20
Karim Rekik,2015-07-01,€4.00m,Olympique Marseille,20
Karim Rekik,2016-02-04,€4.00m,Olympique Marseille,21
Karim Rekik,2016-07-13,€3.00m,Olympique Marseille,21
Karim Rekik,2017-10-18,€4.00m,Hertha BSC,22
Karim Rekik,2018-04-04,€10.00m,Hertha BSC,23
Karim Rekik,2018-08-22,€15.00m,Hertha BSC,23
Karim Rekik,2018-12-18,€15.00m,Hertha BSC,24
Karim Rekik,2019-06-05,€15.00m,Hertha BSC,24
Karim Rekik,2019-12-17,€12.00m,Hertha BSC,25
Karim Rekik,2020-09-16,€8.50m,Hertha BSC,25
Karim Rekik,2020-10-08,€7.50m,Sevilla FC,25
Karim Rekik,2020-11-23,€4.00m,Sevilla FC,25
Karl Toko Ekambi,2018-01-24,€7.00m,SCO Angers,25
Karl Toko Ekambi,2018-06-04,€18.00m,SCO Angers,25
Karl Toko Ekambi,2018-12-21,€14.00m,Villarreal CF,26
Karl Toko Ekambi,2019-06-11,€17.50m,Villarreal CF,26
Karl Toko Ekambi,2019-12-20,€17.50m,Villarreal CF,27
Karl Toko Ekambi,2020-04-08,€14.00m,Olympique Lyon,27
Karl Toko Ekambi,2020-10-15,€13.00m,Olympique Lyon,28
Karl Toko Ekambi,2021-01-07,€15.00m,Olympique Lyon,28
Karl Toko Ekambi,2021-06-04,€15.00m,Olympique Lyon,28
Karol Linetty,2018-03-24,€15.00m,UC Sampdoria,23
Karol Linetty,2020-04-08,€11.00m,UC Sampdoria,25
Karol Linetty,2020-08-25,€10.00m,UC Sampdoria,25
Karol Linetty,2020-12-29,€8.00m,Torino FC,25
Karol Linetty,2021-05-31,€6.00m,Torino FC,26
Karol Linetty,2021-12-28,€5.00m,Torino FC,26
Keita Baldé,2017-06-08,€25.00m,SS Lazio,22
Keita Baldé,2018-01-24,€30.00m,AS Monaco,22
Keita Baldé,2018-06-04,€30.00m,AS Monaco,23
Keita Baldé,2018-12-20,€28.00m,Inter Milan,23
Keita Baldé,2019-06-06,€25.00m,Inter Milan,24
Keita Baldé,2019-12-19,€20.00m,AS Monaco,24
Keita Baldé,2020-04-08,€16.00m,AS Monaco,25
Keita Baldé,2020-10-29,€11.00m,UC Sampdoria,25
Keita Baldé,2021-06-03,€8.00m,UC Sampdoria,26
Keita Baldé,2021-12-28,€7.00m,Cagliari Calcio,26
Kenedy,2015-10-14,€8.00m,Chelsea FC,19
Kenedy,2016-02-09,€8.00m,Chelsea FC,20
Kenedy,2016-08-01,€8.00m,Chelsea FC,20
Kenedy,2017-02-20,€8.00m,Chelsea FC,21
Kenedy,2018-12-19,€10.00m,Newcastle United,22
Kenedy,2019-06-13,€10.00m,Chelsea FC,23
Kenedy,2019-12-20,€12.00m,Getafe CF,23
Kenedy,2020-04-08,€9.50m,Getafe CF,24
Kenedy,2020-10-08,€10.00m,Granada CF,24
Kenedy,2021-01-05,€8.00m,Granada CF,24
Kenedy,2021-06-10,€10.00m,Granada CF,25
Kerem Demirbay,2018-12-18,€20.00m,TSG 1899 Hoffenheim,25
Kerem Demirbay,2019-06-05,€32.00m,TSG 1899 Hoffenheim,25
Kerem Demirbay,2019-12-17,€30.00m,Bayer 04 Leverkusen,26
Kerem Demirbay,2020-04-08,€24.00m,Bayer 04 Leverkusen,26
Kerem Demirbay,2020-11-26,€18.00m,Bayer 04 Leverkusen,27
Kerem Demirbay,2021-06-09,€18.00m,Bayer 04 Leverkusen,27
Kevin Lasagna,2018-06-07,€7.50m,Udinese Calcio,25
Kevin Lasagna,2018-12-20,€8.00m,Udinese Calcio,26
Kevin Lasagna,2019-06-06,€7.50m,Udinese Calcio,26
Kevin Lasagna,2020-04-08,€5.50m,Udinese Calcio,27
Kevin Lasagna,2020-08-25,€8.00m,Udinese Calcio,28
Kevin Lasagna,2020-12-29,€7.50m,Udinese Calcio,28
Kevin Lasagna,2021-06-03,€6.00m,Hellas Verona,28
Kevin Lasagna,2021-10-14,€5.00m,Hellas Verona,29
Kevin Trapp,2011-06-29,€3.00m,1.FC Kaiserslautern,20
Kevin Trapp,2011-10-18,€4.00m,1.FC Kaiserslautern,21
Kevin Trapp,2013-11-05,€7.00m,Eintracht Frankfurt,23
Kevin Trapp,2014-07-10,€8.00m,Eintracht Frankfurt,24
Kevin Trapp,2015-02-04,€8.00m,Eintracht Frankfurt,24
Kevin Trapp,2015-09-06,€10.00m,Paris Saint-Germain,25
Kevin Trapp,2016-02-04,€12.00m,Paris Saint-Germain,25
Kevin Trapp,2016-07-13,€12.00m,Paris Saint-Germain,26
Kevin Trapp,2016-11-01,€10.00m,Paris Saint-Germain,26
Kevin Trapp,2018-06-04,€8.00m,Paris Saint-Germain,27
Kevin Trapp,2018-10-22,€10.00m,Eintracht Frankfurt,28
Kevin Trapp,2019-06-05,€10.00m,Eintracht Frankfurt,28
Kevin Trapp,2019-12-17,€10.00m,Eintracht Frankfurt,29
Kevin Trapp,2021-02-10,€7.00m,Eintracht Frankfurt,30
Kevin Volland,2014-02-12,€18.00m,TSG 1899 Hoffenheim,21
Kevin Volland,2014-07-10,€20.00m,TSG 1899 Hoffenheim,21
Kevin Volland,2015-02-04,€20.00m,TSG 1899 Hoffenheim,22
Kevin Volland,2015-07-01,€20.00m,TSG 1899 Hoffenheim,22
Kevin Volland,2016-02-15,€17.00m,TSG 1899 Hoffenheim,23
Kevin Volland,2016-07-22,€20.00m,Bayer 04 Leverkusen,23
Kevin Volland,2018-12-18,€25.00m,Bayer 04 Leverkusen,26
Kevin Volland,2019-06-05,€30.00m,Bayer 04 Leverkusen,26
Kevin Volland,2019-10-02,€35.00m,Bayer 04 Leverkusen,27
Kevin Volland,2020-04-08,€28.00m,Bayer 04 Leverkusen,27
Kevin Volland,2020-10-12,€28.00m,AS Monaco,28
Kevin Volland,2021-06-01,€30.00m,AS Monaco,28
Keylor Navas,2010-08-20,€300Th.,Albacete Balompié,23
Keylor Navas,2010-10-18,€500Th.,Albacete Balompié,23
Keylor Navas,2010-12-08,€600Th.,Albacete Balompié,23
Keylor Navas,2011-08-08,€800Th.,Levante UD,24
Keylor Navas,2014-07-19,€10.00m,Levante UD,27
Keylor Navas,2016-02-22,€15.00m,Real Madrid,29
Keylor Navas,2016-07-15,€20.00m,Real Madrid,29
Keylor Navas,2017-01-24,€20.00m,Real Madrid,30
Keylor Navas,2018-12-21,€15.00m,Real Madrid,32
Keylor Navas,2019-06-11,€10.00m,Real Madrid,32
Keylor Navas,2019-12-19,€10.00m,Paris Saint-Germain,33
Keylor Navas,2020-04-08,€8.00m,Paris Saint-Germain,33
Keylor Navas,2020-10-15,€10.00m,Paris Saint-Germain,33
Keylor Navas,2021-06-04,€12.00m,Paris Saint-Germain,34
Kieran Trippier,2012-02-07,€750Th.,Burnley FC,21
Kieran Trippier,2012-06-22,€1.25m,Burnley FC,21
Kieran Trippier,2013-03-02,€1.75m,Burnley FC,22
Kieran Trippier,2013-07-12,€2.00m,Burnley FC,22
Kieran Trippier,2014-01-08,€2.10m,Burnley FC,23
Kieran Trippier,2015-07-01,€6.00m,Tottenham Hotspur,24
Kieran Trippier,2019-06-13,€35.00m,Tottenham Hotspur,28
Kieran Trippier,2019-12-20,€35.00m,Atlético de Madrid,29
Kieran Trippier,2020-04-08,€28.00m,Atlético de Madrid,29
Kieran Trippier,2020-10-08,€28.00m,Atlético de Madrid,30
Kieran Trippier,2020-11-23,€20.00m,Atlético de Madrid,30
Kieran Trippier,2021-05-28,€20.00m,Atlético de Madrid,30
Konstantinos Manolas,2009-07-04,€250Th.,AEK Athens,18
Konstantinos Manolas,2009-10-26,€350Th.,AEK Athens,18
Konstantinos Manolas,2010-02-18,€250Th.,AEK Athens,18
Konstantinos Manolas,2010-10-05,€1.00m,AEK Athens,19
Konstantinos Manolas,2011-02-28,€1.80m,AEK Athens,19
Konstantinos Manolas,2011-07-11,€2.00m,AEK Athens,20
Konstantinos Manolas,2017-06-08,€30.00m,AS Roma,25
Konstantinos Manolas,2017-12-29,€35.00m,AS Roma,26
Konstantinos Manolas,2018-06-07,€40.00m,AS Roma,26
Konstantinos Manolas,2018-12-20,€45.00m,AS Roma,27
Konstantinos Manolas,2019-06-06,€45.00m,AS Roma,27
Konstantinos Manolas,2019-12-12,€40.00m,SSC Napoli,28
Konstantinos Manolas,2020-08-25,€32.00m,SSC Napoli,29
Konstantinos Manolas,2020-12-29,€32.00m,SSC Napoli,29
Konstantinos Manolas,2021-03-23,€28.00m,SSC Napoli,29
Konstantinos Manolas,2021-10-14,€15.00m,SSC Napoli,30
Krzysztof Piatek,2018-12-20,€15.00m,Genoa CFC,23
Krzysztof Piatek,2019-03-01,€40.00m,AC Milan,23
Krzysztof Piatek,2019-06-06,€40.00m,AC Milan,23
Krzysztof Piatek,2019-12-12,€32.00m,AC Milan,24
Krzysztof Piatek,2020-02-11,€27.00m,Hertha BSC,24
Krzysztof Piatek,2021-02-10,€17.00m,Hertha BSC,25
Krzysztof Piatek,2021-06-09,€15.00m,Hertha BSC,25
Krzysztof Piatek,2021-12-22,€10.00m,Hertha BSC,26
Kurt Zouma,2016-02-09,€17.00m,Chelsea FC,21
Kurt Zouma,2016-08-01,€17.00m,Chelsea FC,21
Kurt Zouma,2017-02-20,€17.00m,Chelsea FC,22
Kurt Zouma,2020-10-13,€30.00m,Chelsea FC,25
Leandro Cabrera,2009-12-03,€1.00m,Atlético de Madrid,18
Leandro Cabrera,2010-04-12,€1.00m,Atlético de Madrid,18
Leandro Cabrera,2010-08-15,€800Th.,Recreativo Huelva,19
Leandro Cabrera,2011-07-29,€600Th.,Atlético de Madrid,20
Leandro Cabrera,2012-04-01,€600Th.,CD Numancia,20
Leandro Cabrera,2012-08-01,€1.00m,Atlético de Madrid,21
Leandro Cabrera,2013-05-12,€1.50m,Hércules CF,21
Leandro Cabrera,2014-07-12,-,Real Madrid Castilla,23
Leandro Cabrera,2015-01-08,€1.00m,Real Zaragoza,23
Leandro Cabrera,2019-12-20,€10.00m,Getafe CF,28
Leandro Cabrera,2020-04-08,€8.00m,RCD Espanyol Barcelona,28
Leandro Cabrera,2020-10-08,€5.00m,RCD Espanyol Barcelona,29
Leandro Cabrera,2021-01-08,€5.00m,RCD Espanyol Barcelona,29
Leandro Cabrera,2021-03-19,€3.50m,RCD Espanyol Barcelona,29
Leon Bailey,2016-10-20,€12.50m,KRC Genk,19
Leon Bailey,2017-01-21,€12.50m,KRC Genk,19
Leon Bailey,2018-12-18,€35.00m,Bayer 04 Leverkusen,21
Leon Bailey,2019-06-05,€40.00m,Bayer 04 Leverkusen,21
Leon Bailey,2019-12-17,€37.00m,Bayer 04 Leverkusen,22
Leon Bailey,2020-04-08,€29.50m,Bayer 04 Leverkusen,22
Leon Bailey,2021-02-10,€35.00m,Bayer 04 Leverkusen,23
Leon Bailey,2021-06-09,€35.00m,Bayer 04 Leverkusen,23
Leonardo Balerdi,2019-03-06,€15.00m,Borussia Dortmund,20
Leonardo Balerdi,2019-06-05,€14.00m,Borussia Dortmund,20
Leonardo Balerdi,2019-12-17,€10.00m,Borussia Dortmund,20
Leonardo Balerdi,2020-03-11,€8.00m,Borussia Dortmund,21
Leonardo Balerdi,2020-04-08,€7.20m,Borussia Dortmund,21
Leonardo Balerdi,2021-10-08,€10.00m,Olympique Marseille,22
Leonardo Bittencourt,2012-01-16,€3.00m,FC Energie Cottbus,18
Leonardo Bittencourt,2014-02-12,€4.00m,Hannover 96,20
Leonardo Bittencourt,2014-07-10,€6.50m,Hannover 96,20
Leonardo Bittencourt,2015-02-04,€6.50m,Hannover 96,21
Leonardo Bittencourt,2016-07-22,€5.00m,1. FC Köln,22
Leonardo Bittencourt,2017-02-07,€5.00m,1. FC Köln,23
Leonardo Bittencourt,2018-06-05,€6.00m,1. FC Köln,24
Leonardo Bittencourt,2019-12-17,€7.00m,SV Werder Bremen,25
Leonardo Bittencourt,2020-03-11,€6.00m,SV Werder Bremen,26
Leonardo Bittencourt,2020-11-26,€6.00m,SV Werder Bremen,26
Leonardo Bittencourt,2021-06-09,€4.50m,SV Werder Bremen,27
Leonardo Spinazzola,2017-12-29,€12.00m,Atalanta BC,24
Leonardo Spinazzola,2018-06-07,€12.00m,Atalanta BC,25
Leonardo Spinazzola,2019-12-12,€18.00m,AS Roma,26
Leonardo Spinazzola,2020-10-29,€18.00m,AS Roma,27
Leonardo Spinazzola,2020-12-29,€23.00m,AS Roma,27
Leonardo Spinazzola,2021-03-23,€26.00m,AS Roma,27
Leonardo Spinazzola,2021-12-28,€26.00m,AS Roma,28
Leroy Sané,2019-12-10,€100.00m,Manchester City,23
Leroy Sané,2020-04-08,€80.00m,Manchester City,24
Leroy Sané,2021-02-10,€60.00m,Bayern Munich,25
Lionel Messi,2005-12-28,€5.00m,FC Barcelona,18
Lionel Messi,2007-07-26,€40.00m,FC Barcelona,20
Lionel Messi,2010-04-12,€80.00m,FC Barcelona,22
Lionel Messi,2011-02-04,€100.00m,FC Barcelona,23
Lionel Messi,2011-07-29,€100.00m,FC Barcelona,24
Lionel Messi,2012-02-03,€100.00m,FC Barcelona,24
Lionel Messi,2012-08-07,€120.00m,FC Barcelona,25
Lionel Messi,2013-06-12,€120.00m,FC Barcelona,25
Lionel Messi,2014-01-23,€120.00m,FC Barcelona,26
Lionel Messi,2014-07-20,€120.00m,FC Barcelona,27
Lionel Messi,2015-01-23,€120.00m,FC Barcelona,27
Lionel Messi,2015-07-01,€120.00m,FC Barcelona,28
Lionel Messi,2016-02-22,€120.00m,FC Barcelona,28
Lionel Messi,2017-01-24,€120.00m,FC Barcelona,29
Lionel Messi,2018-12-21,€160.00m,FC Barcelona,31
Lionel Messi,2019-06-11,€150.00m,FC Barcelona,31
Lionel Messi,2019-12-20,€140.00m,FC Barcelona,32
Lionel Messi,2020-10-08,€100.00m,FC Barcelona,33
Lionel Messi,2021-01-05,€80.00m,FC Barcelona,33
Loren Morón,2018-12-21,€15.00m,Real Betis Balompié,24
Loren Morón,2019-06-11,€10.00m,Real Betis Balompié,25
Loren Morón,2019-12-20,€20.00m,Real Betis Balompié,25
Loren Morón,2020-04-08,€16.00m,Real Betis Balompié,26
Loren Morón,2020-10-08,€15.00m,Real Betis Balompié,26
Loren Morón,2021-01-05,€12.00m,Real Betis Balompié,27
Loren Morón,2021-06-10,€9.00m,Real Betis Balompié,27
Loïc Badé,2020-10-15,€3.00m,RC Lens,20
Loïc Badé,2021-01-07,€6.00m,RC Lens,20
Loïc Badé,2021-04-09,€12.00m,RC Lens,20
Loïc Badé,2021-10-08,€17.00m,Stade Rennais FC,21
Luca Pellegrini,2019-12-12,€15.00m,Cagliari Calcio,20
Luca Pellegrini,2020-04-08,€13.50m,Cagliari Calcio,21
Luca Pellegrini,2020-08-25,€13.50m,Cagliari Calcio,21
Luca Pellegrini,2020-12-29,€12.00m,Genoa CFC,21
Luca Pellegrini,2021-03-23,€10.00m,Genoa CFC,22
Luca Pellegrini,2021-06-03,€9.00m,Genoa CFC,22
Luca Pellegrini,2021-10-14,€7.50m,Juventus FC,22
Lucas Digne,2013-05-30,€8.50m,LOSC Lille,19
Lucas Digne,2014-01-14,€10.00m,Paris Saint-Germain,20
Lucas Digne,2014-08-01,€12.50m,Paris Saint-Germain,21
Lucas Digne,2015-01-14,€12.00m,Paris Saint-Germain,21
Lucas Digne,2016-06-01,€12.00m,AS Roma,22
Lucas Digne,2017-01-24,€16.00m,FC Barcelona,23
Lucas Digne,2017-06-05,€16.00m,FC Barcelona,23
Lucas Digne,2018-01-01,€16.00m,FC Barcelona,24
Lucas Digne,2018-10-17,€20.00m,Everton FC,25
Lucas Digne,2019-06-13,€30.00m,Everton FC,25
Lucas Digne,2019-12-10,€35.00m,Everton FC,26
Lucas Digne,2020-04-08,€28.00m,Everton FC,26
Lucas Digne,2020-10-13,€30.00m,Everton FC,27
Lucas Digne,2020-12-17,€33.00m,Everton FC,27
Lucas Digne,2021-03-18,€35.00m,Everton FC,27
Lucas Hernández,2019-06-11,€70.00m,Atlético de Madrid,23
Lucas Hernández,2019-12-17,€70.00m,Bayern Munich,23
Lucas Hernández,2020-04-08,€56.00m,Bayern Munich,24
Lucas Hernández,2020-09-16,€45.00m,Bayern Munich,24
Lucas Hernández,2020-11-26,€50.00m,Bayern Munich,24
Lucas Ocampos,2012-08-16,€9.00m,AS Monaco,18
Lucas Ocampos,2013-01-04,€9.00m,AS Monaco,18
Lucas Ocampos,2013-05-29,€9.00m,AS Monaco,18
Lucas Ocampos,2014-01-14,€10.00m,AS Monaco,19
Lucas Ocampos,2014-08-07,€8.50m,AS Monaco,20
Lucas Ocampos,2018-06-04,€12.00m,Olympique Marseille,23
Lucas Ocampos,2018-12-17,€14.00m,Olympique Marseille,24
Lucas Ocampos,2019-12-20,€25.00m,Sevilla FC,25
Lucas Ocampos,2020-07-23,€50.00m,Sevilla FC,26
Lucas Ocampos,2020-10-08,€50.00m,Sevilla FC,26
Lucas Ocampos,2021-01-05,€45.00m,Sevilla FC,26
Lucas Ocampos,2021-03-19,€40.00m,Sevilla FC,26
Lucas Ocampos,2021-10-13,€30.00m,Sevilla FC,27
Lucas Paquetá,2017-10-30,€1.00m,Clube de Regatas do Flamengo,20
Lucas Paquetá,2018-05-23,€15.00m,Clube de Regatas do Flamengo,20
Lucas Paquetá,2019-12-12,€33.00m,AC Milan,22
Lucas Paquetá,2020-03-03,€28.00m,AC Milan,22
Lucas Torreira,2018-10-17,€40.00m,Arsenal FC,22
Lucas Torreira,2019-06-13,€55.00m,Arsenal FC,23
Lucas Torreira,2019-12-10,€45.00m,Arsenal FC,23
Lucas Torreira,2020-04-08,€36.00m,Arsenal FC,24
Lucas Torreira,2020-07-30,€30.00m,Arsenal FC,24
Lucas Torreira,2020-10-08,€30.00m,Atlético de Madrid,24
Lucas Torreira,2021-01-05,€28.00m,Atlético de Madrid,24
Lucas Torreira,2021-03-19,€22.00m,Atlético de Madrid,25
Lucas Torreira,2021-06-10,€20.00m,Atlético de Madrid,25
Lucas Torreira,2021-10-14,€18.00m,ACF Fiorentina,25
Lucas Tousart,2015-06-06,€400Th.,Valenciennes FC,18
Lucas Tousart,2018-01-24,€25.00m,Olympique Lyon,20
Lucas Tousart,2018-06-04,€25.00m,Olympique Lyon,21
Lucas Tousart,2019-12-19,€20.00m,Olympique Lyon,22
Lucas Tousart,2020-04-08,€16.00m,Olympique Lyon,22
Lucas Tousart,2020-09-16,€20.00m,Hertha BSC,23
Lucas Tousart,2021-02-10,€16.00m,Hertha BSC,23
Lucas Tousart,2021-06-09,€16.00m,Hertha BSC,24
Lucas Tousart,2021-10-07,€12.00m,Hertha BSC,24
Luis Muriel,2012-04-17,€5.00m,US Lecce,21
Luis Muriel,2013-01-15,€9.00m,Udinese Calcio,21
Luis Muriel,2013-06-19,€14.00m,Udinese Calcio,22
Luis Muriel,2014-01-07,€14.00m,Udinese Calcio,22
Luis Muriel,2014-07-01,€12.00m,Udinese Calcio,23
Luis Muriel,2014-11-08,€11.00m,Udinese Calcio,23
Luis Muriel,2015-07-01,€10.00m,UC Sampdoria,24
Luis Muriel,2016-01-04,€10.00m,UC Sampdoria,24
Luis Muriel,2016-07-15,€9.50m,UC Sampdoria,25
