player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Diadié Samassékou,https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604,"Jan 11, 1996",177,right,Defensive Midfield,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2019,Germany,Bundesliga,TSG 1899 Hoffenheim,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,14000000,2019,https://www.transfermarkt.com/diadie-samassekou/marktwertverlauf/spieler/315604,https://www.transfermarkt.com/diadie-samassekou/leistungsdaten/spieler/315604,315604
Andrea Petagna,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,"Jun 30, 1995",190,left,Centre-Forward,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,Italy,Serie A,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2019,12000000,2019,https://www.transfermarkt.com/andrea-petagna/marktwertverlauf/spieler/199258,https://www.transfermarkt.com/andrea-petagna/leistungsdaten/spieler/199258,199258
David Luiz,https://www.transfermarkt.com/david-luiz/profil/spieler/46741,"Apr 22, 1987",189,right,Centre-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2019,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,8700000,2019,https://www.transfermarkt.com/david-luiz/marktwertverlauf/spieler/46741,https://www.transfermarkt.com/david-luiz/leistungsdaten/spieler/46741,46741
Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,"Apr 22, 1997",180,left,Left-Back,Spain,LaLiga,RCD Espanyol Barcelona,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2019,Germany,Bundesliga,1.FSV Mainz 05,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2019,6000000,2019,https://www.transfermarkt.com/aaron-martin/marktwertverlauf/spieler/251878,https://www.transfermarkt.com/aaron-martin/leistungsdaten/spieler/251878,251878
Chris Smalling,https://www.transfermarkt.com/chris-smalling/profil/spieler/103427,"Nov 22, 1989",194,right,Centre-Back,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,3000000,2019,https://www.transfermarkt.com/chris-smalling/marktwertverlauf/spieler/103427,https://www.transfermarkt.com/chris-smalling/leistungsdaten/spieler/103427,103427
Giovanni Simeone,https://www.transfermarkt.com/giovanni-simeone/profil/spieler/282388,"Jul 5, 1995",181,right,Centre-Forward,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2019,3000000,2019,https://www.transfermarkt.com/giovanni-simeone/marktwertverlauf/spieler/282388,https://www.transfermarkt.com/giovanni-simeone/leistungsdaten/spieler/282388,282388
Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,"Jan 3, 1998",183,right,Centre-Forward,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,3000000,2019,https://www.transfermarkt.com/patrick-cutrone/marktwertverlauf/spieler/265078,https://www.transfermarkt.com/patrick-cutrone/leistungsdaten/spieler/265078,265078
Marko Grujic,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813,"Apr 13, 1996",191,right,Defensive Midfield,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,2000000,2019,https://www.transfermarkt.com/marko-grujic/marktwertverlauf/spieler/222813,https://www.transfermarkt.com/marko-grujic/leistungsdaten/spieler/222813,222813
Danny Rose,https://www.transfermarkt.com/danny-rose/profil/spieler/50174,"Jul 2, 1990",173,left,Left-Back,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,2000000,2019,https://www.transfermarkt.com/danny-rose/marktwertverlauf/spieler/50174,https://www.transfermarkt.com/danny-rose/leistungsdaten/spieler/50174,50174
Jordan Veretout,https://www.transfermarkt.com/jordan-veretout/profil/spieler/164771,"Mar 1, 1993",177,right,Central Midfield,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,1000000,2019,https://www.transfermarkt.com/jordan-veretout/marktwertverlauf/spieler/164771,https://www.transfermarkt.com/jordan-veretout/leistungsdaten/spieler/164771,164771
Mario Balotelli,https://www.transfermarkt.com/mario-balotelli/profil/spieler/45146,"Aug 12, 1990",189,right,Centre-Forward,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2019,Italy,Serie A,Brescia Calcio,https://www.transfermarkt.com/brescia-calcio/startseite/verein/19/saison_id/2019,free transfer,2019,https://www.transfermarkt.com/mario-balotelli/marktwertverlauf/spieler/45146,https://www.transfermarkt.com/mario-balotelli/leistungsdaten/spieler/45146,45146
Diego Godín,https://www.transfermarkt.com/diego-godin/profil/spieler/54928,"Feb 16, 1986",187,right,Centre-Back,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2019,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,free transfer,2019,https://www.transfermarkt.com/diego-godin/marktwertverlauf/spieler/54928,https://www.transfermarkt.com/diego-godin/leistungsdaten/spieler/54928,54928
Carles Aleñá,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,"Jan 5, 1998",180,left,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2019,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/carles-alena/marktwertverlauf/spieler/284854,https://www.transfermarkt.com/carles-alena/leistungsdaten/spieler/284854,284854
Álvaro Odriozola,https://www.transfermarkt.com/alvaro-odriozola/profil/spieler/280730,"Dec 14, 1995",176,right,Right-Back,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2019,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/alvaro-odriozola/marktwertverlauf/spieler/280730,https://www.transfermarkt.com/alvaro-odriozola/leistungsdaten/spieler/280730,280730
Lucas Tousart,https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948,"Apr 29, 1997",185,right,Defensive Midfield,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/lucas-tousart/marktwertverlauf/spieler/353948,https://www.transfermarkt.com/lucas-tousart/leistungsdaten/spieler/353948,353948
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,"Mar 11, 1991",173,right,Right-Back,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/alessandro-florenzi/marktwertverlauf/spieler/130365,https://www.transfermarkt.com/alessandro-florenzi/leistungsdaten/spieler/130365,130365
Valentino Lazaro,https://www.transfermarkt.com/valentino-lazaro/profil/spieler/186368,"Mar 24, 1996",180,right,Right-Back,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,1500000,2019,https://www.transfermarkt.com/valentino-lazaro/marktwertverlauf/spieler/186368,https://www.transfermarkt.com/valentino-lazaro/leistungsdaten/spieler/186368,186368
Guillermo Maripán,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,"May 6, 1994",193,right,Centre-Back,Spain,LaLiga,Deportivo Alavés,https://www.transfermarkt.com/deportivo-alaves/startseite/verein/1108/saison_id/2019,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,18000000,2019,https://www.transfermarkt.com/guillermo-maripan/marktwertverlauf/spieler/249730,https://www.transfermarkt.com/guillermo-maripan/leistungsdaten/spieler/249730,249730
Aurélien Tchouaméni,https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112,"Jan 27, 2000",187,right,Defensive Midfield,France,Ligue 1,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,18000000,2019,https://www.transfermarkt.com/aurelien-tchouameni/marktwertverlauf/spieler/413112,https://www.transfermarkt.com/aurelien-tchouameni/leistungsdaten/spieler/413112,413112
Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,"May 27, 1999",184,right,Centre-Forward,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,18000000,2019,https://www.transfermarkt.com/matheus-cunha/marktwertverlauf/spieler/517894,https://www.transfermarkt.com/matheus-cunha/leistungsdaten/spieler/517894,517894
Martin Braithwaite,https://www.transfermarkt.com/martin-braithwaite/profil/spieler/95732,"Jun 5, 1991",177,right,Centre-Forward,Spain,LaLiga,CD Leganés,https://www.transfermarkt.com/cd-leganes/startseite/verein/1244/saison_id/2019,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2019,18000000,2019,https://www.transfermarkt.com/martin-braithwaite/marktwertverlauf/spieler/95732,https://www.transfermarkt.com/martin-braithwaite/leistungsdaten/spieler/95732,95732
Andrea Petagna,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,"Jun 30, 1995",190,left,Centre-Forward,Italy,Serie A,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2019,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,16600000,2019,https://www.transfermarkt.com/andrea-petagna/marktwertverlauf/spieler/199258,https://www.transfermarkt.com/andrea-petagna/leistungsdaten/spieler/199258,199258
Manuel Lazzari,https://www.transfermarkt.com/manuel-lazzari/profil/spieler/331401,"Nov 29, 1993",174,right,Right Midfield,Italy,Serie A,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2019,Italy,Serie A,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,15000000,2019,https://www.transfermarkt.com/manuel-lazzari/marktwertverlauf/spieler/331401,https://www.transfermarkt.com/manuel-lazzari/leistungsdaten/spieler/331401,331401
Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,"Aug 5, 1995",168,right,Central Midfield,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,2200000,2019,https://www.transfermarkt.com/stefano-sensi/marktwertverlauf/spieler/216179,https://www.transfermarkt.com/stefano-sensi/leistungsdaten/spieler/216179,216179
Andrea Petagna,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,"Jun 30, 1995",190,left,Centre-Forward,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,Italy,Serie A,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/andrea-petagna/marktwertverlauf/spieler/199258,https://www.transfermarkt.com/andrea-petagna/leistungsdaten/spieler/199258,199258
Pedro Neto,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,"Mar 9, 2000",172,left,Left Winger,Italy,Serie A,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,17900000,2019,https://www.transfermarkt.com/pedro-neto/marktwertverlauf/spieler/487465,https://www.transfermarkt.com/pedro-neto/leistungsdaten/spieler/487465,487465
Karl Toko Ekambi,https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,"Sep 14, 1992",185,right,Left Winger,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2019,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,4000000,2019,https://www.transfermarkt.com/karl-toko-ekambi/marktwertverlauf/spieler/315110,https://www.transfermarkt.com/karl-toko-ekambi/leistungsdaten/spieler/315110,315110
Alphonse Areola,https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629,"Feb 27, 1993",195,right,Goalkeeper,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2019,2000000,2019,https://www.transfermarkt.com/alphonse-areola/marktwertverlauf/spieler/120629,https://www.transfermarkt.com/alphonse-areola/leistungsdaten/spieler/120629,120629
Munas Dabbur,https://www.transfermarkt.com/munas-dabbur/profil/spieler/145866,"May 14, 1992",182,right,Centre-Forward,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2019,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2019,17000000,2019,https://www.transfermarkt.com/munas-dabbur/marktwertverlauf/spieler/145866,https://www.transfermarkt.com/munas-dabbur/leistungsdaten/spieler/145866,145866
Benjamin Lecomte,https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,"Apr 26, 1991",186,left,Goalkeeper,France,Ligue 1,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2019,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,13500000,2019,https://www.transfermarkt.com/benjamin-lecomte/marktwertverlauf/spieler/127181,https://www.transfermarkt.com/benjamin-lecomte/leistungsdaten/spieler/127181,127181
Diego Demme,https://www.transfermarkt.com/diego-demme/profil/spieler/82070,"Nov 21, 1991",170,right,Defensive Midfield,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,10250000,2019,https://www.transfermarkt.com/diego-demme/marktwertverlauf/spieler/82070,https://www.transfermarkt.com/diego-demme/leistungsdaten/spieler/82070,82070
Nadiem Amiri,https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454,"Oct 27, 1996",180,right,Central Midfield,Germany,Bundesliga,TSG 1899 Hoffenheim,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2019,9000000,2019,https://www.transfermarkt.com/nadiem-amiri/marktwertverlauf/spieler/232454,https://www.transfermarkt.com/nadiem-amiri/leistungsdaten/spieler/232454,232454
Alfred Duncan,https://www.transfermarkt.com/alfred-duncan/profil/spieler/184894,"Mar 10, 1993",178,left,Central Midfield,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,2000000,2019,https://www.transfermarkt.com/alfred-duncan/marktwertverlauf/spieler/184894,https://www.transfermarkt.com/alfred-duncan/leistungsdaten/spieler/184894,184894
Alban Lafont,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,"Jan 23, 1999",196,right,Goalkeeper,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,France,Ligue 1,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2019,800000,2019,https://www.transfermarkt.com/alban-lafont/marktwertverlauf/spieler/357117,https://www.transfermarkt.com/alban-lafont/leistungsdaten/spieler/357117,357117
